bus(V), shunt (mV), load (V), current (mA), power (mW)
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.48,3.30,-4.40,16.00
3.30,-0.47,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.47,3.30,-4.30,14.00
3.29,-0.46,3.29,-4.70,16.00
3.30,-0.47,3.30,-4.40,14.00
3.29,-0.47,3.29,-4.50,16.00
3.30,-0.45,3.30,-4.30,16.00
3.29,-0.45,3.29,-4.40,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.49,3.30,-4.60,14.00
3.30,-0.45,3.30,-4.20,14.00
3.30,-0.44,3.30,-4.50,14.00
3.29,-0.46,3.29,-4.70,16.00
3.29,-0.46,3.29,-4.70,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.47,3.30,-4.20,14.00
3.29,-0.43,3.29,-4.70,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,14.00
3.29,-0.45,3.29,-4.90,14.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.30,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.90,16.00
3.30,-0.46,3.30,-4.60,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.60,16.00
3.29,-0.46,3.29,-4.60,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.29,-0.45,3.29,-4.80,14.00
3.30,-0.49,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.30,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.30,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.60,14.00
3.29,-0.44,3.29,-4.50,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.47,3.30,-4.20,14.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.80,16.00
3.29,-0.47,3.29,-4.40,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.60,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.60,16.00
3.29,-0.44,3.29,-4.40,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.30,16.00
3.30,-0.48,3.30,-4.50,16.00
3.29,-0.45,3.29,-4.60,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.47,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.20,14.00
3.30,-0.46,3.30,-4.30,16.00
3.30,-0.43,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.49,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.50,16.00
3.29,-0.47,3.29,-4.70,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.70,14.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.29,-0.45,3.29,-4.50,16.00
3.30,-0.49,3.30,-4.50,16.00
3.30,-0.49,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.29,-0.44,3.29,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.30,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.20,14.00
3.30,-0.48,3.30,-4.70,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.40,14.00
3.29,-0.46,3.29,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.29,-0.45,3.29,-4.60,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.48,3.30,-4.50,16.00
3.29,-0.48,3.29,-4.70,14.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.30,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.48,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.30,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.47,3.30,-4.70,16.00
3.29,-0.46,3.29,-4.30,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.30,16.00
3.30,-0.46,3.30,-4.30,16.00
3.30,-0.42,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.20,14.00
3.30,-0.44,3.30,-4.70,16.00
3.29,-0.46,3.29,-4.50,16.00
3.30,-0.43,3.30,-4.20,14.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.60,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.49,3.30,-4.10,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.70,14.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.30,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.30,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.60,16.00
3.29,-0.45,3.29,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.29,-0.45,3.29,-4.50,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.70,16.00
3.22,-4.51,3.22,-44.80,144.00
3.20,-5.72,3.19,-44.80,144.00
3.22,-4.49,3.21,-44.70,144.00
3.22,-4.51,3.22,-44.90,144.00
3.22,-4.51,3.21,-45.00,144.00
3.22,-4.56,3.22,-45.30,144.00
3.22,-4.54,3.22,-45.40,148.00
3.22,-4.48,3.22,-45.10,148.00
3.22,-4.50,3.21,-44.80,144.00
3.22,-4.49,3.21,-44.90,144.00
3.22,-4.47,3.21,-44.80,144.00
3.22,-4.45,3.21,-44.80,144.00
3.22,-4.51,3.21,-44.60,144.00
3.22,-4.51,3.21,-45.10,144.00
3.22,-4.50,3.21,-45.10,144.00
3.22,-4.52,3.21,-44.90,144.00
3.22,-4.51,3.22,-44.90,144.00
3.22,-4.56,3.22,-45.50,148.00
3.22,-4.50,3.22,-44.90,144.00
3.22,-4.46,3.21,-44.60,144.00
3.26,-2.58,3.25,-25.40,86.00
3.18,-6.75,3.17,-67.40,212.00
3.18,-6.72,3.17,-67.40,212.00
3.18,-6.74,3.17,-67.70,216.00
3.18,-6.74,3.17,-67.50,212.00
3.18,-6.74,3.17,-67.50,212.00
3.18,-6.74,3.17,-67.70,216.00
3.18,-6.75,3.17,-67.40,212.00
3.18,-6.71,3.17,-67.50,212.00
3.15,-7.99,3.14,-81.10,256.00
3.22,-4.77,3.21,-47.60,150.00
3.21,-4.80,3.21,-47.50,154.00
3.21,-4.78,3.21,-47.80,154.00
3.22,-4.79,3.21,-47.80,154.00
3.22,-4.84,3.21,-48.10,154.00
3.21,-4.80,3.21,-48.10,154.00
3.21,-4.76,3.21,-48.10,154.00
3.21,-4.76,3.21,-47.90,154.00
3.21,-4.79,3.21,-47.80,154.00
3.22,-4.78,3.21,-47.60,154.00
3.21,-4.78,3.21,-47.70,154.00
3.22,-4.80,3.21,-47.60,154.00
3.22,-4.82,3.21,-48.10,154.00
3.22,-4.79,3.21,-48.00,154.00
3.22,-4.84,3.21,-48.20,154.00
3.22,-4.83,3.21,-48.30,154.00
3.22,-4.79,3.21,-48.40,158.00
3.21,-4.77,3.21,-48.00,154.00
3.12,-9.87,3.11,-98.10,304.00
3.05,-13.13,3.03,-131.00,406.00
3.01,-14.76,3.00,-148.60,448.00
3.01,-14.77,3.00,-146.30,442.00
3.00,-14.80,2.99,-148.20,446.00
2.95,-12.75,2.94,-123.30,370.00
3.05,-12.21,3.04,-121.70,370.00
3.05,-12.25,3.04,-122.20,374.00
3.21,-4.56,3.21,-45.30,144.00
3.06,-12.18,3.05,-122.20,374.00
3.22,-4.47,3.21,-45.00,144.00
3.22,-4.46,3.21,-44.70,144.00
3.22,-4.41,3.21,-44.70,144.00
3.06,-12.09,3.04,-121.10,368.00
3.21,-4.42,3.21,-44.40,262.00
3.21,-4.49,3.21,-44.60,144.00
3.22,-5.14,3.21,-44.70,144.00
3.22,-4.50,3.21,-44.70,144.00
3.22,-4.52,3.21,-45.20,144.00
3.21,-4.51,3.21,-45.20,144.00
2.90,-14.32,2.88,-193.00,560.00
3.07,-12.87,3.06,-121.80,374.00
3.07,-12.13,3.06,-121.30,374.00
3.22,-4.44,3.22,-44.40,144.00
3.22,-4.44,3.22,-44.30,140.00
3.22,-4.48,3.22,-44.30,140.00
3.06,-12.09,3.05,-122.40,374.00
3.06,-12.59,3.05,-122.20,374.00
3.22,-4.59,3.21,-46.50,148.00
3.06,-12.45,3.05,-124.50,380.00
3.02,-14.23,3.01,-142.00,432.00
3.18,-6.65,3.17,-66.70,212.00
3.18,-6.62,3.17,-66.20,210.00
3.18,-6.49,3.17,-65.30,206.00
3.18,-6.57,3.17,-66.60,210.00
3.18,-6.65,3.17,-67.00,212.00
3.18,-6.72,3.17,-66.80,212.00
3.02,-14.51,3.01,-144.40,436.00
3.02,-14.49,3.00,-144.80,430.00
3.02,-14.54,3.01,-144.10,436.00
3.04,-12.14,3.03,-130.80,384.00
2.92,-14.17,2.91,-124.40,380.00
3.00,-16.58,2.98,-126.00,376.00
2.91,-12.53,2.90,-126.10,386.00
3.05,-17.91,3.03,-128.80,394.00
3.05,-12.47,3.04,-124.40,384.00
3.06,-12.26,3.04,-121.90,374.00
3.22,-4.59,3.21,-46.10,148.00
3.03,-13.90,3.01,-130.80,396.00
3.03,-13.65,3.02,-136.50,412.00
3.19,-5.93,3.19,-59.20,190.00
3.07,-9.57,3.06,-137.40,412.00
3.06,-12.20,3.05,-122.50,376.00
3.06,-12.19,3.05,-121.70,374.00
3.22,-4.49,3.21,-44.40,144.00
3.05,-12.92,3.04,-137.90,396.00
3.06,-12.26,3.05,-122.60,374.00
3.21,-4.58,3.21,-45.50,148.00
3.22,-4.58,3.22,-45.80,148.00
3.02,-14.39,3.01,-143.70,436.00
3.18,-6.26,3.17,-67.00,212.00
3.18,-6.67,3.17,-66.80,212.00
3.18,-6.65,3.17,-66.70,212.00
3.18,-6.65,3.17,-66.90,210.00
3.02,-14.13,3.01,-118.30,374.00
3.17,-6.68,3.17,-65.70,212.00
3.18,-6.60,3.17,-66.70,212.00
3.17,-6.67,3.17,-66.40,210.00
3.17,-6.75,3.17,-66.40,210.00
3.18,-6.67,3.17,-67.00,212.00
3.06,-12.24,3.05,-122.60,374.00
3.22,-4.61,3.21,-47.30,148.00
3.22,-4.73,3.21,-48.00,154.00
3.22,-4.73,3.21,-46.10,154.00
3.04,-14.52,3.03,-135.70,410.00
3.00,-13.87,2.99,-140.70,412.00
3.18,-5.90,3.18,-58.90,186.00
3.00,-13.83,2.99,-139.50,448.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.20,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.80,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.20,14.00
3.30,-0.45,3.30,-4.60,14.00
3.30,-0.46,3.30,-4.70,16.00
3.29,-0.46,3.29,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.29,-0.47,3.29,-4.50,14.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.30,16.00
3.29,-0.45,3.29,-4.60,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.50,3.30,-4.70,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,14.00
3.29,-0.44,3.29,-4.50,16.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.80,14.00
3.30,-0.42,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.47,3.30,-4.30,16.00
3.30,-0.44,3.30,-4.60,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.30,14.00
3.29,-0.45,3.29,-4.40,14.00
3.30,-0.42,3.30,-4.70,16.00
3.30,-0.47,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.42,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.48,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.47,3.30,-4.60,16.00
3.29,-0.46,3.29,-4.40,16.00
3.29,-0.45,3.29,-4.60,14.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.80,16.00
3.30,-0.43,3.30,-4.50,14.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.60,14.00
3.30,-0.44,3.30,-4.50,14.00
3.29,-0.44,3.29,-4.60,16.00
3.30,-0.45,3.30,-4.30,16.00
3.30,-0.46,3.30,-4.50,16.00
3.29,-0.41,3.29,-4.60,16.00
3.30,-0.44,3.30,-4.30,16.00
3.30,-0.42,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.50,16.00
3.29,-0.44,3.29,-4.60,16.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.40,14.00
3.29,-0.44,3.29,-4.40,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.80,16.00
3.30,-0.45,3.30,-4.20,14.00
3.29,-0.44,3.29,-4.50,16.00
3.29,-0.44,3.29,-4.80,16.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.70,16.00
3.29,-0.45,3.29,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.30,16.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.70,16.00
3.29,-0.43,3.29,-4.60,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.30,16.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.40,16.00
3.29,-0.49,3.29,-4.60,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.20,16.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.48,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.40,16.00
3.29,-0.44,3.29,-4.40,14.00
3.30,-0.43,3.30,-4.50,16.00
3.29,-0.46,3.29,-4.70,14.00
3.29,-0.47,3.29,-4.20,14.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.10,14.00
3.29,-0.46,3.29,-4.90,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.30,16.00
3.30,-0.45,3.30,-4.70,16.00
3.29,-0.44,3.29,-4.50,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.40,14.00
3.29,-0.46,3.29,-4.50,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.30,16.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.43,3.30,-4.30,16.00
3.29,-0.47,3.29,-4.30,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.20,14.00
3.30,-0.45,3.30,-4.20,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.29,-0.43,3.29,-4.60,16.00
3.29,-0.45,3.29,-4.50,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.30,16.00
3.30,-0.49,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.29,-0.45,3.29,-4.60,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.30,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.60,14.00
3.30,-0.45,3.30,-4.60,16.00
3.29,-0.43,3.29,-4.40,14.00
3.30,-0.44,3.30,-4.20,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.30,16.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.47,3.30,-4.30,14.00
3.29,-0.43,3.29,-4.50,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.20,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.30,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.70,14.00
3.29,-0.44,3.29,-4.40,14.00
3.29,-0.44,3.29,-4.40,14.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.40,14.00
3.29,-0.46,3.29,-4.60,16.00
3.30,-0.44,3.30,-4.50,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.42,3.30,-4.70,14.00
3.30,-0.42,3.30,-4.60,14.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.48,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.29,-0.46,3.29,-4.40,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.60,14.00
3.29,-0.44,3.29,-4.60,16.00
3.29,-0.43,3.29,-4.50,16.00
3.29,-0.44,3.29,-4.50,16.00
3.30,-0.43,3.30,-4.50,16.00
3.29,-0.45,3.29,-4.40,14.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.30,16.00
3.30,-0.43,3.30,-4.60,16.00
3.29,-0.47,3.29,-4.40,14.00
3.29,-0.43,3.29,-4.30,14.00
3.30,-0.42,3.30,-4.70,16.00
3.30,-0.48,3.30,-4.40,16.00
